Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
12.5	21.4	0.822	64.1	4.29
12.5	21.5	0.822	64.2	4.30
12.5	21.5	0.822	64.2	4.30
12.5	21.5	0.822	64.3	4.31
12.5	21.6	0.822	64.4	4.31
12.5	21.6	0.822	64.5	4.32
12.5	21.6	0.822	64.6	4.33
12.5	21.6	0.822	64.7	4.33
12.5	21.7	0.822	64.8	4.34
12.5	21.7	0.822	64.9	4.35
12.5	21.7	0.822	65.0	4.35
12.5	21.8	0.822	65.1	4.36
12.5	21.8	0.822	65.2	4.36
12.5	21.8	0.822	65.3	4.37
12.5	21.9	0.822	65.3	4.38
12.5	21.9	0.822	65.4	4.38
12.5	21.9	0.822	65.5	4.39
12.5	22.0	0.822	65.6	4.40
12.5	22.0	0.822	65.7	4.40
12.5	22.0	0.822	65.8	4.41
12.5	22.0	0.822	65.9	4.41
12.5	22.1	0.822	66.0	4.42
12.5	22.1	0.822	66.1	4.43
12.6	22.1	0.831	66.2	4.43
12.5	22.2	0.822	66.3	4.44
12.5	22.2	0.822	66.4	4.44
12.5	22.2	0.822	66.5	4.45
12.5	22.3	0.822	66.5	4.46
13.3	22.3	0.877	66.6	4.46
13.3	22.3	0.877	66.7	4.47
13.3	22.4	0.877	66.8	4.48
13.3	22.4	0.877	66.9	4.48
13.3	22.4	0.877	67.0	4.49
13.3	22.4	0.877	67.1	4.49
13.3	22.5	0.877	67.2	4.50
13.2	22.5	0.871	67.3	4.51
13.3	22.5	0.877	67.4	4.51
13.3	22.6	0.877	67.5	4.52
13.3	22.6	0.877	67.6	4.52
13.3	22.6	0.877	67.7	4.53
13.3	22.7	0.877	67.7	4.54
12.7	22.7	0.836	67.8	4.54
13.3	22.7	0.877	67.9	4.55
13.3	22.8	0.877	68.0	4.56
13.3	22.8	0.877	68.1	4.56
13.3	22.8	0.877	68.2	4.57
13.3	22.8	0.877	68.3	4.57
13.3	22.9	0.877	68.4	4.58
13.3	22.9	0.877	68.5	4.59
13.3	22.9	0.877	68.6	4.59
13.3	23.0	0.877	68.7	4.60
13.3	23.0	0.877	68.8	4.60
13.3	23.0	0.877	68.9	4.61
13.3	23.1	0.877	68.9	4.62
13.3	23.1	0.877	69.0	4.62
13.3	23.1	0.877	69.1	4.63
13.3	23.2	0.877	69.2	4.64
13.3	23.2	0.877	69.3	4.64
13.3	23.2	0.877	69.4	4.65
13.3	23.2	0.877	69.5	4.65
13.3	23.3	0.877	69.6	4.66
13.3	23.3	0.877	69.7	4.67
13.3	23.3	0.877	69.8	4.67
13.3	23.4	0.877	69.9	4.68
13.3	23.4	0.877	70.0	4.68
13.3	23.4	0.877	70.0	4.69
13.3	23.5	0.877	70.1	4.70
13.3	23.5	0.877	70.2	4.70
13.3	23.5	0.877	70.3	4.71
13.3	23.6	0.877	70.4	4.72
13.3	23.6	0.877	70.5	4.72
13.3	23.6	0.877	70.6	4.73
13.3	23.6	0.877	70.7	4.73
13.3	23.7	0.877	70.8	4.74
13.3	23.7	0.877	70.9	4.75
13.3	23.7	0.877	71.0	4.75
13.7	23.8	0.898	71.1	4.76
13.3	23.8	0.877	71.2	4.76
13.3	23.8	0.877	71.2	4.77
13.3	23.9	0.877	71.3	4.78
13.3	23.9	0.877	71.4	4.78
13.3	23.9	0.877	71.5	4.79
13.3	24.0	0.877	71.6	4.80
13.3	24.0	0.877	71.7	4.80
14.2	24.0	0.932	71.8	4.81
14.2	24.0	0.932	71.9	4.81
13.3	24.1	0.877	72.0	4.82
14.2	24.1	0.932	72.1	4.83
13.6	24.1	0.895	72.2	4.83
13.3	24.2	0.877	72.3	4.84
13.3	24.2	0.877	72.3	4.84
14.2	24.2	0.932	72.4	4.85
13.6	24.3	0.896	72.5	4.86
13.3	24.3	0.877	72.6	4.86
13.3	24.3	0.877	72.7	4.87
13.3	24.4	0.877	72.8	4.88
13.3	24.4	0.877	72.9	4.88
13.3	24.4	0.877	73.0	4.89
14.2	24.4	0.932	73.1	4.89
14.2	24.5	0.932	73.2	4.90
14.2	24.5	0.932	73.3	4.91
14.2	24.5	0.932	73.4	4.91
14.2	24.6	0.932	73.5	4.92
14.2	24.6	0.932	73.5	4.92
13.9	24.6	0.915	73.6	4.93
13.8	24.7	0.910	73.7	4.94
14.2	24.7	0.932	73.8	4.94
14.2	24.7	0.932	73.9	4.95
14.2	24.8	0.932	74.0	4.96
14.2	24.8	0.932	74.1	4.96
14.2	24.8	0.932	74.2	4.97
14.2	24.8	0.932	74.3	4.97
14.0	24.9	0.920	74.4	4.98
14.2	24.9	0.932	74.5	4.99
14.2	24.9	0.932	74.6	4.99
14.2	25.0	0.932	74.7	5.00
14.2	25.0	0.932	74.7	5.00
14.2	25.0	0.932	74.8	5.01
14.2	25.1	0.932	74.9	5.02
14.2	25.1	0.932	75.0	5.02
14.2	25.1	0.932	75.1	5.03
14.2	25.2	0.932	75.2	5.04
14.2	25.2	0.932	75.3	5.04
14.2	25.2	0.932	75.4	5.05
14.2	25.2	0.932	75.5	5.05
14.2	25.3	0.932	75.6	5.06
14.2	25.3	0.932	75.7	5.07
14.2	25.3	0.932	75.8	5.07
14.2	25.4	0.932	75.8	5.08
14.2	25.4	0.932	75.9	5.08
14.2	25.4	0.932	76.0	5.09
14.2	25.5	0.932	76.1	5.10
14.2	25.5	0.932	76.2	5.10
14.2	25.5	0.932	76.3	5.11
14.2	25.6	0.932	76.4	5.12
14.2	25.6	0.932	76.5	5.12
14.2	25.6	0.932	76.6	5.13
14.2	25.6	0.932	76.7	5.13
14.2	25.7	0.932	76.8	5.14
14.2	25.7	0.932	76.9	5.15
14.2	25.7	0.932	77.0	5.15
14.2	25.8	0.932	77.0	5.16
14.2	25.8	0.932	77.1	5.16
14.2	25.8	0.932	77.2	5.17
14.2	25.9	0.932	77.3	5.18
14.2	25.9	0.932	77.4	5.18
14.2	25.9	0.932	77.5	5.19
14.2	26.0	0.932	77.6	5.20
14.2	26.0	0.932	77.7	5.20
14.2	26.0	0.932	77.8	5.21
14.2	26.0	0.932	77.9	5.21
14.2	26.1	0.932	78.0	5.22
14.2	26.1	0.932	78.1	5.23
14.2	26.1	0.932	78.1	5.23
14.2	26.2	0.932	78.2	5.24
14.2	26.2	0.932	78.3	5.24
14.2	26.2	0.932	78.4	5.25
14.2	26.3	0.932	78.5	5.26
14.2	26.3	0.932	78.6	5.26
14.2	26.3	0.932	78.7	5.27
14.2	26.4	0.932	78.8	5.28
14.2	26.4	0.932	78.9	5.28
14.2	26.4	0.932	79.0	5.29
14.2	26.4	0.932	79.1	5.29
14.2	26.5	0.932	79.2	5.30
14.2	26.5	0.932	79.3	5.31
14.2	26.5	0.932	79.3	5.31
14.2	26.6	0.932	79.4	5.32
14.2	26.6	0.932	79.5	5.33
14.2	26.6	0.932	79.6	5.33
14.2	26.7	0.932	79.7	5.34
14.2	26.7	0.932	79.8	5.34
14.2	26.7	0.932	79.9	5.35
14.2	26.8	0.932	80.0	5.36
14.2	26.8	0.932	80.1	5.36
14.2	26.8	0.932	80.2	5.37
14.2	26.8	0.932	80.3	5.37
14.2	26.9	0.932	80.4	5.38
14.2	26.9	0.932	80.5	5.39
14.2	26.9	0.932	80.5	5.39
14.2	27.0	0.932	80.6	5.40
14.2	27.0	0.932	80.7	5.41
14.2	27.0	0.932	80.8	5.41
14.2	27.1	0.932	80.9	5.42
14.2	27.1	0.932	81.0	5.42
14.2	27.1	0.932	81.1	5.43
14.2	27.2	0.932	81.2	5.44
14.2	27.2	0.932	81.3	5.44
14.2	27.2	0.932	81.4	5.45
14.2	27.2	0.932	81.5	5.45
14.2	27.3	0.932	81.6	5.46
14.2	27.3	0.932	81.6	5.47
14.2	27.3	0.932	81.7	5.47
14.2	27.4	0.932	81.8	5.48
14.2	27.4	0.932	81.9	5.49
14.2	27.4	0.932	82.0	5.49
14.2	27.5	0.932	82.1	5.50
14.2	27.5	0.932	82.2	5.50
14.2	27.5	0.932	82.3	5.51
14.2	27.6	0.932	82.4	5.52
14.2	27.6	0.932	82.5	5.52
14.2	27.6	0.932	82.6	5.53
14.2	27.6	0.932	82.7	5.53
14.2	27.7	0.932	82.8	5.54
14.2	27.7	0.932	82.8	5.55
14.2	27.7	0.932	82.9	5.55
14.2	27.8	0.932	83.0	5.56
14.2	27.8	0.932	83.1	5.57
14.2	27.8	0.932	83.2	5.57
14.2	27.9	0.932	83.3	5.58
14.2	27.9	0.932	83.4	5.58
14.2	27.9	0.932	83.5	5.59
14.2	28.0	0.932	83.6	5.60
14.2	28.0	0.932	83.7	5.60
14.2	28.0	0.932	83.8	5.61
14.2	28.1	0.932	83.9	5.61
14.2	28.1	0.932	83.9	5.62
14.2	28.1	0.932	84.0	5.63
14.2	28.1	0.932	84.1	5.63
14.2	28.2	0.932	84.2	5.64
14.2	28.2	0.932	84.3	5.65
14.2	28.2	0.932	84.4	5.65
14.2	28.3	0.932	84.5	5.66
14.2	28.3	0.932	84.6	5.66
14.2	28.3	0.932	84.7	5.67
14.2	28.4	0.932	84.8	5.68
14.2	28.4	0.932	84.9	5.68
14.2	28.4	0.932	85.0	5.69
14.2	28.5	0.932	85.1	5.69
14.2	28.5	0.932	85.1	5.70
14.2	28.5	0.932	85.2	5.71
14.2	28.5	0.932	85.3	5.71
14.2	28.6	0.932	85.4	5.72
14.2	28.6	0.932	85.5	5.73
14.2	28.6	0.932	85.6	5.73
14.2	28.7	0.932	85.7	5.74
14.8	28.7	0.972	85.8	5.74
14.2	28.7	0.932	85.9	5.75
14.2	28.8	0.932	86.0	5.76
14.2	28.8	0.932	86.1	5.76
14.6	28.8	0.960	86.2	5.77
14.9	28.9	0.978	86.3	5.77
14.2	28.9	0.932	86.3	5.78
14.2	28.9	0.932	86.4	5.79
15.0	28.9	0.987	86.5	5.79
14.2	29.0	0.932	86.6	5.80
14.2	29.0	0.932	86.7	5.81
14.2	29.0	0.932	86.8	5.81
14.2	29.1	0.932	86.9	5.82
15.0	29.1	0.987	87.0	5.82
14.2	29.1	0.932	87.1	5.83
14.2	29.2	0.932	87.2	5.84
14.2	29.2	0.932	87.3	5.84
14.6	29.2	0.962	87.4	5.85
14.3	29.3	0.940	87.4	5.85
14.2	29.3	0.932	87.5	5.86
14.2	29.3	0.932	87.6	5.87
15.0	29.3	0.987	87.7	5.87
15.0	29.4	0.987	87.8	5.88
15.0	29.4	0.987	87.9	5.89
15.0	29.4	0.987	88.0	5.89
15.0	29.5	0.987	88.1	5.90
15.0	29.5	0.987	88.2	5.90
15.0	29.5	0.987	88.3	5.91
15.0	29.6	0.987	88.4	5.92
15.0	29.6	0.987	88.5	5.92
15.0	29.6	0.987	88.6	5.93
15.0	29.7	0.987	88.6	5.93
15.0	29.7	0.987	88.7	5.94
15.0	29.7	0.987	88.8	5.95
15.0	29.7	0.987	88.9	5.95
15.0	29.8	0.987	89.0	5.96
15.0	29.8	0.987	89.1	5.97
15.0	29.8	0.987	89.2	5.97
15.0	29.9	0.987	89.3	5.98
15.0	29.9	0.987	89.4	5.98
15.0	29.9	0.987	89.5	5.99
15.0	30.0	0.987	89.6	6.00
15.0	30.0	0.987	89.7	6.00
15.0	30.0	0.987	89.8	6.01
15.0	30.1	0.987	89.8	6.01
15.0	30.1	0.987	89.9	6.02
15.0	30.1	0.987	90.0	6.03
15.0	30.1	0.987	90.1	6.03
15.0	30.2	0.987	90.2	6.04
15.0	30.2	0.987	90.3	6.05
15.0	30.2	0.987	90.4	6.05
15.0	30.3	0.987	90.5	6.06
15.0	30.3	0.987	90.6	6.06
15.0	30.3	0.987	90.7	6.07
15.0	30.4	0.987	90.8	6.08
15.0	30.4	0.987	90.9	6.08
15.0	30.4	0.987	90.9	6.09
15.0	30.5	0.987	91.0	6.09
15.0	30.5	0.987	91.1	6.10
15.0	30.5	0.987	91.2	6.11
15.0	30.5	0.987	91.3	6.11
15.0	30.6	0.987	91.4	6.12
15.0	30.6	0.987	91.5	6.13
15.0	30.6	0.987	91.6	6.13
15.0	30.7	0.987	91.7	6.14
15.0	30.7	0.987	91.8	6.14
15.0	30.7	0.987	91.9	6.15
15.0	30.8	0.987	92.0	6.16
15.0	30.8	0.987	92.1	6.16
15.0	30.8	0.987	92.1	6.17
15.0	30.9	0.987	92.2	6.18
15.0	30.9	0.987	92.3	6.18
15.0	30.9	0.987	92.4	6.19
15.0	30.9	0.987	92.5	6.19
15.0	31.0	0.987	92.6	6.20
15.0	31.0	0.987	92.7	6.21
15.0	31.0	0.987	92.8	6.21
15.8	31.1	1.04	92.9	6.22
15.0	31.1	0.987	93.0	6.22
15.0	31.1	0.987	93.1	6.23
15.0	31.2	0.987	93.2	6.24
15.0	31.2	0.987	93.2	6.24
15.0	31.2	0.987	93.3	6.25
15.0	31.3	0.987	93.4	6.26
15.8	31.3	1.04	93.5	6.26
15.0	31.3	0.987	93.6	6.27
15.0	31.3	0.987	93.7	6.27
15.6	31.4	1.03	93.8	6.28
15.0	31.4	0.987	93.9	6.29
15.0	31.4	0.987	94.0	6.29
15.0	31.5	0.987	94.1	6.30
15.0	31.5	0.987	94.2	6.30
15.8	31.5	1.04	94.3	6.31
15.8	31.6	1.04	94.4	6.32
15.0	31.6	0.987	94.4	6.32
15.0	31.6	0.987	94.5	6.33
15.8	31.7	1.04	94.6	6.34
15.8	31.7	1.04	94.7	6.34
15.0	31.7	0.987	94.8	6.35
15.8	31.7	1.04	94.9	6.35
15.0	31.8	0.987	95.0	6.36
15.3	31.8	1.01	95.1	6.37
15.8	31.8	1.04	95.2	6.37
15.8	31.9	1.04	95.3	6.38
15.8	31.9	1.04	95.4	6.38
15.8	31.9	1.04	95.5	6.39
15.8	32.0	1.04	95.5	6.40
15.4	32.0	1.01	95.6	6.40
15.0	32.0	0.987	95.7	6.41
15.8	32.1	1.04	95.8	6.42
15.8	32.1	1.04	95.9	6.42
15.8	32.1	1.04	96.0	6.43
15.8	32.1	1.04	96.1	6.43
15.8	32.2	1.04	96.2	6.44
15.0	32.2	0.987	96.3	6.45
15.8	32.2	1.04	96.4	6.45
15.8	32.3	1.04	96.5	6.46
15.8	32.3	1.04	96.6	6.46
15.8	32.3	1.04	96.7	6.47
15.8	32.4	1.04	96.7	6.48
15.8	32.4	1.04	96.8	6.48
15.8	32.4	1.04	96.9	6.49
15.8	32.5	1.04	97.0	6.50
15.8	32.5	1.04	97.1	6.50
15.8	32.5	1.04	97.2	6.51
15.8	32.5	1.04	97.3	6.51
15.8	32.6	1.04	97.4	6.52
15.8	32.6	1.04	97.5	6.53
15.8	32.6	1.04	97.6	6.53
15.8	32.7	1.04	97.7	6.54
15.8	32.7	1.04	97.8	6.54
15.8	32.7	1.04	97.9	6.55
15.8	32.8	1.04	97.9	6.56
15.8	32.8	1.04	98.0	6.56
15.8	32.8	1.04	98.1	6.57
15.8	32.9	1.04	98.2	6.58
15.8	32.9	1.04	98.3	6.58
15.8	32.9	1.04	98.4	6.59
15.8	32.9	1.04	98.5	6.59
15.8	33.0	1.04	98.6	6.60
15.8	33.0	1.04	98.7	6.61
15.8	33.0	1.04	98.8	6.61
15.8	33.1	1.04	98.9	6.62
15.8	33.1	1.04	99.0	6.62
15.8	33.1	1.04	99.0	6.63
15.8	33.2	1.04	99.1	6.64
15.8	33.2	1.04	99.2	6.64
15.8	33.2	1.04	99.3	6.65
15.8	33.3	1.04	99.4	6.66
15.8	33.3	1.04	99.5	6.66
15.8	33.3	1.04	99.6	6.67
15.8	33.3	1.04	99.7	6.67
15.8	33.4	1.04	99.8	6.68
16.7	33.4	1.10	99.9	6.69
15.8	33.4	1.04	100	6.69
15.8	33.5	1.04	100	6.70
15.8	33.5	1.04	100	6.70
15.8	33.5	1.04	100	6.71
16.7	33.6	1.10	100	6.72
16.7	33.6	1.10	100	6.72
15.9	33.6	1.05	101	6.73
15.8	33.7	1.04	101	6.74
15.8	33.7	1.04	101	6.74
15.8	33.7	1.04	101	6.75
15.8	33.7	1.04	101	6.75
16.7	33.8	1.10	101	6.76
16.5	33.8	1.08	101	6.77
15.8	33.8	1.04	101	6.77
16.7	33.9	1.10	101	6.78
15.8	33.9	1.04	101	6.78
16.7	33.9	1.10	101	6.79
16.7	34.0	1.10	102	6.80
15.8	34.0	1.04	102	6.80
15.8	34.0	1.04	102	6.81
15.8	34.1	1.04	102	6.82
16.6	34.1	1.09	102	6.82
16.7	34.1	1.10	102	6.83
16.7	34.1	1.10	102	6.83
15.8	34.2	1.04	102	6.84
15.8	34.2	1.04	102	6.85
16.7	34.2	1.10	102	6.85
16.7	34.3	1.10	102	6.86
16.7	34.3	1.10	103	6.86
16.7	34.3	1.10	103	6.87
16.7	34.4	1.10	103	6.88
16.7	34.4	1.10	103	6.88
16.7	34.4	1.10	103	6.89
16.7	34.5	1.10	103	6.90
16.7	34.5	1.10	103	6.90
16.7	34.5	1.10	103	6.91
16.7	34.5	1.10	103	6.91
16.7	34.6	1.10	103	6.92
16.7	34.6	1.10	103	6.93
16.7	34.6	1.10	104	6.93
16.7	34.7	1.10	104	6.94
16.7	34.7	1.10	104	6.94
16.7	34.7	1.10	104	6.95
16.7	34.8	1.10	104	6.96
16.7	34.8	1.10	104	6.96
16.7	34.8	1.10	104	6.97
16.7	34.9	1.10	104	6.98
16.7	34.9	1.10	104	6.98
16.7	34.9	1.10	104	6.99
16.7	34.9	1.10	104	6.99
16.7	35.0	1.10	105	7.00
16.7	35.0	1.10	105	7.01
16.7	35.0	1.10	105	7.01
16.7	35.1	1.10	105	7.02
16.7	35.1	1.10	105	7.02
16.7	35.1	1.10	105	7.03
16.7	35.2	1.10	105	7.04
16.7	35.2	1.10	105	7.04
16.7	35.2	1.10	105	7.05
16.7	35.3	1.10	105	7.06
16.7	35.3	1.10	105	7.06
16.7	35.3	1.10	106	7.07
16.7	35.3	1.10	106	7.07
16.7	35.4	1.10	106	7.08
16.7	35.4	1.10	106	7.09
16.7	35.4	1.10	106	7.09
16.7	35.5	1.10	106	7.10
16.7	35.5	1.10	106	7.11
16.7	35.5	1.10	106	7.11
16.7	35.6	1.10	106	7.12
16.7	35.6	1.10	106	7.12
16.7	35.6	1.10	107	7.13
16.7	35.7	1.10	107	7.14
16.7	35.7	1.10	107	7.14
16.7	35.7	1.10	107	7.15
16.7	35.7	1.10	107	7.15
16.7	35.8	1.10	107	7.16
16.7	35.8	1.10	107	7.17
16.7	35.8	1.10	107	7.17
16.7	35.9	1.10	107	7.18
16.7	35.9	1.10	107	7.19
16.7	35.9	1.10	107	7.19
16.7	36.0	1.10	108	7.20
16.7	36.0	1.10	108	7.20
16.7	36.0	1.10	108	7.21
16.7	36.1	1.10	108	7.22
16.7	36.1	1.10	108	7.22
16.7	36.1	1.10	108	7.23
16.7	36.1	1.10	108	7.23
16.7	36.2	1.10	108	7.24
16.7	36.2	1.10	108	7.25
16.7	36.2	1.10	108	7.25
16.7	36.3	1.10	108	7.26
17.5	36.3	1.15	109	7.27
16.7	36.3	1.10	109	7.27
17.1	36.4	1.13	109	7.28
16.7	36.4	1.10	109	7.28
16.7	36.4	1.10	109	7.29
17.1	36.5	1.12	109	7.30
17.5	36.5	1.15	109	7.30
16.8	36.5	1.10	109	7.31
16.7	36.5	1.10	109	7.31
17.5	36.6	1.15	109	7.32
17.5	36.6	1.15	109	7.33
17.5	36.6	1.15	110	7.33
17.5	36.7	1.15	110	7.34
17.5	36.7	1.15	110	7.35
17.5	36.7	1.15	110	7.35
17.5	36.8	1.15	110	7.36
17.5	36.8	1.15	110	7.36
17.5	36.8	1.15	110	7.37
17.5	36.9	1.15	110	7.38
17.5	36.9	1.15	110	7.38
17.5	36.9	1.15	110	7.39
16.7	37.0	1.10	110	7.39
17.5	37.0	1.15	111	7.40
17.5	37.0	1.15	111	7.41
17.5	37.0	1.15	111	7.41
17.5	37.1	1.15	111	7.42
17.5	37.1	1.15	111	7.43
17.5	37.1	1.15	111	7.43
17.5	37.2	1.15	111	7.44
17.5	37.2	1.15	111	7.44
17.5	37.2	1.15	111	7.45
16.7	37.3	1.10	111	7.46
17.5	37.3	1.15	111	7.46
17.5	37.3	1.15	112	7.47
17.5	37.4	1.15	112	7.47
16.8	37.4	1.11	112	7.48
17.5	37.4	1.15	112	7.49
17.5	37.4	1.15	112	7.49
17.5	37.5	1.15	112	7.50
17.5	37.5	1.15	112	7.51
17.5	37.5	1.15	112	7.51
17.5	37.6	1.15	112	7.52
17.5	37.6	1.15	112	7.52
17.5	37.6	1.15	112	7.53
17.5	37.7	1.15	113	7.54
17.5	37.7	1.15	113	7.54
17.5	37.7	1.15	113	7.55
17.5	37.8	1.15	113	7.55
17.5	37.8	1.15	113	7.56
17.5	37.8	1.15	113	7.57
17.5	37.8	1.15	113	7.57
17.5	37.9	1.15	113	7.58
17.5	37.9	1.15	113	7.59
17.5	37.9	1.15	113	7.59
17.5	38.0	1.15	114	7.60
17.5	38.0	1.15	114	7.60
17.5	38.0	1.15	114	7.61
17.5	38.1	1.15	114	7.62
17.5	38.1	1.15	114	7.62
17.5	38.1	1.15	114	7.63
17.5	38.2	1.15	114	7.63
17.5	38.2	1.15	114	7.64
17.5	38.2	1.15	114	7.65
17.5	38.2	1.15	114	7.65
17.5	38.3	1.15	114	7.66
17.5	38.3	1.15	115	7.67
18.0	38.3	1.18	115	7.67
17.5	38.4	1.15	115	7.68
17.5	38.4	1.15	115	7.68
17.5	38.4	1.15	115	7.69
18.3	38.5	1.21	115	7.70
18.3	38.5	1.21	115	7.70
17.5	38.5	1.15	115	7.71
18.3	38.6	1.21	115	7.71
17.5	38.6	1.15	115	7.72
17.7	38.6	1.16	115	7.73
17.5	38.6	1.15	116	7.73
17.5	38.7	1.15	116	7.74
17.5	38.7	1.15	116	7.75
17.5	38.7	1.15	116	7.75
18.1	38.8	1.19	116	7.76
18.3	38.8	1.21	116	7.76
17.8	38.8	1.17	116	7.77
17.5	38.9	1.15	116	7.78
17.5	38.9	1.15	116	7.78
18.3	38.9	1.21	116	7.79
18.3	39.0	1.21	116	7.79
18.3	39.0	1.21	117	7.80
17.5	39.0	1.15	117	7.81
18.3	39.0	1.21	117	7.81
18.3	39.1	1.21	117	7.82
17.7	39.1	1.17	117	7.83
18.3	39.1	1.21	117	7.83
17.5	39.2	1.15	117	7.84
18.3	39.2	1.21	117	7.84
18.3	39.2	1.21	117	7.85
18.3	39.3	1.21	117	7.86
18.3	39.3	1.21	117	7.86
18.3	39.3	1.21	118	7.87
18.3	39.4	1.21	118	7.87
18.3	39.4	1.21	118	7.88
18.3	39.4	1.21	118	7.89
18.3	39.4	1.21	118	7.89
18.3	39.5	1.21	118	7.90
18.3	39.5	1.21	118	7.91
18.3	39.5	1.21	118	7.91
18.3	39.6	1.21	118	7.92
18.3	39.6	1.21	118	7.92
18.3	39.6	1.21	118	7.93
18.3	39.7	1.21	119	7.94
18.3	39.7	1.21	119	7.94
18.3	39.7	1.21	119	7.95
18.3	39.8	1.21	119	7.95
18.3	39.8	1.21	119	7.96
18.3	39.8	1.21	119	7.97
18.3	39.8	1.21	119	7.97
18.3	39.9	1.21	119	7.98
18.3	39.9	1.21	119	7.99
18.3	39.9	1.21	119	7.99
18.3	40.0	1.21	119	8.00
18.3	40.0	1.21	120	8.00
18.3	40.0	1.21	120	8.01
18.3	40.1	1.21	120	8.02
18.3	40.1	1.21	120	8.02
18.3	40.1	1.21	120	8.03
18.3	40.2	1.21	120	8.04
18.3	40.2	1.21	120	8.04
18.3	40.2	1.21	120	8.05
18.3	40.2	1.21	120	8.05
18.3	40.3	1.21	120	8.06
18.3	40.3	1.21	120	8.07
18.3	40.3	1.21	121	8.07
18.3	40.4	1.21	121	8.08
18.3	40.4	1.21	121	8.08
18.8	40.4	1.23	121	8.09
18.3	40.5	1.21	121	8.10
18.3	40.5	1.21	121	8.10
18.3	40.5	1.21	121	8.11
18.3	40.6	1.21	121	8.12
18.3	40.6	1.21	121	8.12
18.3	40.6	1.21	121	8.13
18.3	40.6	1.21	122	8.13
18.3	40.7	1.21	122	8.14
18.3	40.7	1.21	122	8.15
18.9	40.7	1.24	122	8.15
18.3	40.8	1.21	122	8.16
19.0	40.8	1.25	122	8.16
18.3	40.8	1.21	122	8.17
18.3	40.9	1.21	122	8.18
19.2	40.9	1.26	122	8.18
18.3	40.9	1.21	122	8.19
18.3	41.0	1.21	122	8.20
19.2	41.0	1.26	123	8.20
18.3	41.0	1.21	123	8.21
18.3	41.0	1.21	123	8.21
19.2	41.1	1.26	123	8.22
18.3	41.1	1.21	123	8.23
18.3	41.1	1.21	123	8.23
18.3	41.2	1.21	123	8.24
19.2	41.2	1.26	123	8.24
18.3	41.2	1.21	123	8.25
19.2	41.3	1.26	123	8.26
19.2	41.3	1.26	123	8.26
18.7	41.3	1.23	124	8.27
18.3	41.4	1.21	124	8.28
19.0	41.4	1.25	124	8.28
19.2	41.4	1.26	124	8.29
19.2	41.4	1.26	124	8.29
19.1	41.5	1.26	124	8.30
19.0	41.5	1.25	124	8.31
18.6	41.5	1.22	124	8.31
18.3	41.6	1.21	124	8.32
19.2	41.6	1.26	124	8.32
18.3	41.6	1.21	124	8.33
19.2	41.7	1.26	125	8.34
19.2	41.7	1.26	125	8.34
19.2	41.7	1.26	125	8.35
19.2	41.8	1.26	125	8.36
19.2	41.8	1.26	125	8.36
19.2	41.8	1.26	125	8.37
19.2	41.8	1.26	125	8.37
19.2	41.9	1.26	125	8.38
19.2	41.9	1.26	125	8.39
19.2	41.9	1.26	125	8.39
19.2	42.0	1.26	125	8.40
19.2	42.0	1.26	126	8.40
19.2	42.0	1.26	126	8.41
19.2	42.1	1.26	126	8.42
19.2	42.1	1.26	126	8.42
19.2	42.1	1.26	126	8.43
19.2	42.2	1.26	126	8.44
19.2	42.2	1.26	126	8.44
19.2	42.2	1.26	126	8.45
19.2	42.2	1.26	126	8.45
19.2	42.3	1.26	126	8.46
19.2	42.3	1.26	126	8.47
19.2	42.3	1.26	127	8.47
19.2	42.4	1.26	127	8.48
19.2	42.4	1.26	127	8.48
19.2	42.4	1.26	127	8.49
19.2	42.5	1.26	127	8.50
19.2	42.5	1.26	127	8.50
19.2	42.5	1.26	127	8.51
19.2	42.6	1.26	127	8.52
19.2	42.6	1.26	127	8.52
19.2	42.6	1.26	127	8.53
19.2	42.6	1.26	127	8.53
19.2	42.7	1.26	128	8.54
19.2	42.7	1.26	128	8.55
19.2	42.7	1.26	128	8.55
19.2	42.8	1.26	128	8.56
19.2	42.8	1.26	128	8.56
19.2	42.8	1.26	128	8.57
19.2	42.9	1.26	128	8.58
19.2	42.9	1.26	128	8.58
19.2	42.9	1.26	128	8.59
19.2	43.0	1.26	128	8.60
19.2	43.0	1.26	129	8.60
19.2	43.0	1.26	129	8.61
19.2	43.0	1.26	129	8.61
19.2	43.1	1.26	129	8.62
20.0	43.1	1.32	129	8.63
19.2	43.1	1.26	129	8.63
19.2	43.2	1.26	129	8.64
19.2	43.2	1.26	129	8.64
19.2	43.2	1.26	129	8.65
19.2	43.3	1.27	129	8.66
19.2	43.3	1.26	129	8.66
19.2	43.3	1.26	130	8.67
19.2	43.4	1.26	130	8.68
20.0	43.4	1.32	130	8.68
19.5	43.4	1.28	130	8.69
19.2	43.4	1.26	130	8.69
19.2	43.5	1.26	130	8.70
19.2	43.5	1.26	130	8.71
20.0	43.5	1.32	130	8.71
19.2	43.6	1.26	130	8.72
19.2	43.6	1.26	130	8.72
20.0	43.6	1.32	130	8.73
20.0	43.7	1.32	131	8.74
20.0	43.7	1.32	131	8.74
20.0	43.7	1.32	131	8.75
20.0	43.8	1.32	131	8.76
20.0	43.8	1.32	131	8.76
19.2	43.8	1.26	131	8.77
19.2	43.8	1.26	131	8.77
19.2	43.9	1.26	131	8.78
20.0	43.9	1.32	131	8.79
20.0	43.9	1.32	131	8.79
